case_id,kind,role,server,tier,eligible_when,block_ids,layout,input_channels,width,depth,teacher_ref_alias,teacher_seed,student_seed,profile,total_updates,teacher_run_id,teacher_checkpoint_sha256,lr_U_peak,lr_A_peak,A_multiplier_after_10000,alpha,beta,lambda_E,planned_config_path,status
FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B02""]",PLH,11,104,"[1, 2, 1]",F4,71001,73401,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B03""]",PLH,11,104,"[1, 2, 1]",F4,71001,73402,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B04""]",PLH,11,104,"[1, 2, 1]",F4,71001,73403,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B05""]",PLH,11,104,"[1, 2, 1]",F4,71001,73404,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B02""]",PLH,11,104,"[1, 2, 2]",F4,71001,73401,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B03""]",PLH,11,104,"[1, 2, 2]",F4,71001,73402,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B04""]",PLH,11,104,"[1, 2, 2]",F4,71001,73403,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B05""]",PLH,11,104,"[1, 2, 2]",F4,71001,73404,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W112_D121_WV3_TF4_TS71001_SS73405_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B07""]",PLH,11,112,"[1, 2, 1]",F4,71001,73405,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W112_D121_WV3_TF4_TS71001_SS73405_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W112_D122_WV3_TF4_TS71001_SS72001_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B06""]",PLH,11,112,"[1, 2, 2]",F4,71001,72001,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W112_D122_WV3_TF4_TS71001_SS72001_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W112_D122_WV3_TF4_TS71001_SS73405_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B07""]",PLH,11,112,"[1, 2, 2]",F4,71001,73405,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W112_D122_WV3_TF4_TS71001_SS73405_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B02""]",PL,10,104,"[1, 2, 1]",F4,71001,73401,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B03""]",PL,10,104,"[1, 2, 1]",F4,71001,73402,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B04""]",PL,10,104,"[1, 2, 1]",F4,71001,73403,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B05""]",PL,10,104,"[1, 2, 1]",F4,71001,73404,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS72001_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B01""]",PL,10,104,"[1, 2, 2]",F4,71001,72001,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS72001_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B02""]",PL,10,104,"[1, 2, 2]",F4,71001,73401,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73401_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B03""]",PL,10,104,"[1, 2, 2]",F4,71001,73402,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73402_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B04""]",PL,10,104,"[1, 2, 2]",F4,71001,73403,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73403_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1,TRAIN,S,s4,CORE,ALWAYS,"[""FH20R1_S4_B05""]",PL,10,104,"[1, 2, 2]",F4,71001,73404,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73404_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B08""]",PLH,11,104,"[1, 2, 1]",F4,71001,73406,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B09""]",PLH,11,104,"[1, 2, 1]",F4,71001,73407,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D121_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B08""]",PLH,11,104,"[1, 2, 2]",F4,71001,73406,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B09""]",PLH,11,104,"[1, 2, 2]",F4,71001,73407,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PLH_W104_D122_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B08""]",PL,10,104,"[1, 2, 1]",F4,71001,73406,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B09""]",PL,10,104,"[1, 2, 1]",F4,71001,73407,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D121_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B08""]",PL,10,104,"[1, 2, 2]",F4,71001,73406,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73406_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1,TRAIN,S,s4,RESERVE,ALWAYS,"[""FH20R1_S4_B09""]",PL,10,104,"[1, 2, 2]",F4,71001,73407,BASE,50000,FH12_S4_T_PLH_W112_D123_WV3_S71001_FRESH50_v1,9b6fd8ccc0e3e567f62bacd53d56bb6b2017f23b4c3aac75bdcca0d1ae36d260,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S4_S_PL_W104_D122_WV3_TF4_TS71001_SS73407_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B02""]",PLH,11,104,"[1, 2, 1]",F5,71002,73501,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B03""]",PLH,11,104,"[1, 2, 1]",F5,71002,73502,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B04""]",PLH,11,104,"[1, 2, 1]",F5,71002,73503,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B05""]",PLH,11,104,"[1, 2, 1]",F5,71002,73504,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B02""]",PLH,11,104,"[1, 2, 2]",F5,71002,73501,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B03""]",PLH,11,104,"[1, 2, 2]",F5,71002,73502,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B04""]",PLH,11,104,"[1, 2, 2]",F5,71002,73503,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B05""]",PLH,11,104,"[1, 2, 2]",F5,71002,73504,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W112_D121_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B06""]",PLH,11,112,"[1, 2, 1]",F5,71002,72002,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W112_D121_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W112_D122_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B06""]",PLH,11,112,"[1, 2, 2]",F5,71002,72002,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W112_D122_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B01""]",PL,10,104,"[1, 2, 1]",F5,71002,72002,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B02""]",PL,10,104,"[1, 2, 1]",F5,71002,73501,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B03""]",PL,10,104,"[1, 2, 1]",F5,71002,73502,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B04""]",PL,10,104,"[1, 2, 1]",F5,71002,73503,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B05""]",PL,10,104,"[1, 2, 1]",F5,71002,73504,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B01""]",PL,10,104,"[1, 2, 2]",F5,71002,72002,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS72002_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
